unharmonized value	icd_o_3_code	icd_o_3_preferred_name	do_id	do_name	ncit_concept_codes
pancreatic cancer	8000/3	Neoplasm, malignant	DOID:162	cancer	C9305
pancreatic ductal adenocarcinoma	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
pancreatic endocrine tumor, malignant	8150/3	Pancreatic neuroendocrine tumor, nonfunctioning	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pancreatic endocrine tumor, nos	8150/3	Pancreatic neuroendocrine tumor, nonfunctioning	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pancreatic neuroendocrine tumor, nonfunctioning	8150/3	Pancreatic neuroendocrine tumor, nonfunctioning	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pancreatobiliary-type carcinoma	8255/3	Adenocarcinoma with mixed subtypes	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pancreatoblastoma	8971/3	Pancreatoblastoma	DOID:6823	pancreatoblastoma	C4265
papillary	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary adenocarcinoma, nos	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary carcinoma	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary carcinoma diffuse sclerosing variant with left lobe dominant nodule and diffuse bilateral intraglandular spread	8350/3	Nonencapsulated sclerosing carcinoma	DOID:5914	diffuse sclerosing papillary thyroid carcinoma	C7427
papillary carcinoma of thyroid	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary carcinoma, columnar cell	8344/3	Papillary carcinoma, columnar cell	DOID:7088	columnar cell papillary thyroid carcinoma	C35830
papillary carcinoma, follicular variant	8340/3	Papillary carcinoma, follicular variant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary carcinoma, nos	8050/3	Papillary carcinoma, NOS	DOID:3113	papillary carcinoma	C2927
papillary carcinoma, oxyphilic cell	8342/3	Papillary carcinoma, oncocytic variant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary glioneuronal tumor	9509/1	Papillary glioneuronal tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary glioneuronal tumor, who grade 1	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
papillary intralymphatic angioendothelioma	9135/1	Papillary intralymphatic angioendothelioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary lesion with atypical/high grade features	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary meningioma	9538/3	Papillary meningioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary microcarcinoma	8341/3	Papillary microcarcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary neoplasm	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary neoplasm, favor choroid plexus tumor	9390/0	Choroid plexus papilloma, NOS	DOID:2626	choroid plexus papilloma	C3698;C5800
papillary rcc	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary renal cell carcinoma	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary serous adenocarcinoma	8460/3	Low grade serous carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary serous cystadenocarcinoma	8460/3	Low grade serous carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary squamous cell carcinoma	8052/3	Papillary squamous cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary thyroid carcinoma	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary thyroid carcinoma, classic	8260/3	Papillary adenocarcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary transitional cell carcinoma	8130/3	Papillary transitional cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary transitional cell carcinoma, non-invasive	8130/2	Papillary urothelial carcinoma, non-invasive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary tumor	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary tumor of pineal region	9395/3	Papillary tumor of the pineal region	DOID:0081251	papillary tumor of the pineal region	C92624
papillary tumor of the pineal region	9395/3	Papillary tumor of the pineal region	DOID:0081251	papillary tumor of the pineal region	C92624
papillary urothelial carcinoma	8130/3	Papillary transitional cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary urothelial carcinoma, non-invasive	8130/2	Papillary urothelial carcinoma, non-invasive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
papillary, cribriform	null	null	null	null	null
paraganglioma	8680/1	Paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
paraganglioma, malignant	8680/3	Paraganglioma, malignant	DOID:0050773	paraganglioma	C3308
paraganglioma, nos	8680/1	Paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
paraganglioma, pheochromocytoma	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
paraganglioma; extra-adrenal pheochromocytoma	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
paragangliomas and glomus tumors	868-871	Paragangliomas and glomus tumors	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
paratesticular rhabdomyosarcoma	8900/3	Rhabdomyosarcoma, NOS	DOID:3247	rhabdomyosarcoma	C3359
paratesticular rhabdomyosarcoma with diffuse anaplasia	8900/3	Rhabdomyosarcoma, NOS	DOID:3247	rhabdomyosarcoma	C3359
paratesticular rhabdomyosarcoma, favor embryonal	8900/3	Rhabdomyosarcoma, NOS	DOID:3247	rhabdomyosarcoma	C3359
paratesticular spindle cell/sclerosing rhabdomyosarcoma	8912/3	Spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	C6519
parosteal osteosarcoma	9192/3	Parosteal osteosarcoma	DOID:3373	parosteal osteosarcoma	C8969
pediatric neuroepithelial tumor with ros1 fusion	9503/3	Neuroepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pediatric type diffuse glioma with angiocentric pattern	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pediatric type diffuse low grad astrocytoma, consistent with methylation array finding suggestive of myb/mybl1-altered (cns who grade 1)	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pediatric-type glioma, cns who grade 4	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pediatric/aya brain tumors	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
perineuroma	9571/0	Perineurioma, NOS	DOID:4697	perineurioma	C4973;C6912
periosteal osteosarcoma	9193/3	Periosteal osteosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
peripheral nerve sheath tumor	9540/3	Malignant peripheral nerve sheath tumor, NOS	DOID:5940	malignant peripheral nerve sheath tumor	C3798
peripheral neuroectodermal tumor	9364/3	Ewing sarcoma	DOID:3369	Ewing sarcoma	C27901;C27903;C4817;C7542;C7806;C9341
peripheral t-cell lymphoma	9702/3	Mature T-cell lymphoma, NOS	DOID:0081312	T-cell non-Hodgkin lymphoma	C3466
peripheral t-cell lymphoma, nos	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pfa ependymoma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
phantom	null	null	null	null	null
pheochromocytoma	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
pheochromocytoma and paraganglioma	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
pheochromocytoma, malignant	8700/3	Pheochromocytoma, malignant	DOID:0080347	malignant pheochromocytoma	__CDA_UNASSIGNED__
pheochromocytoma, nos	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
phyllodes tumor, borderline	9020/1	Phyllodes tumor, borderline	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
phyllodes tumor, malignant	9020/3	Phyllodes tumor, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pigmented dermatofibrosarcoma protuberans	8833/1	Pigmented dermatofibrosarcoma protuberans	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma (who grade 1)	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma who grade 1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, cns who grade 1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, cns who grade 1, pilocytic astrocytoma, cns who grade 1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, cns who grade i	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, diffuse leptomeningeal glioneuronal tumor, glioneuronal and neuronal tumors	9530/3	Meningioma, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, glioneuronal and neuronal tumors, glioneuronal and neuronal tumors, nos or nec	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, kiaa1549::braf fusion-positive (who grade 1)	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, low-grade glioma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, low-grade glioma, low-grade glioma, nos or nec	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, low-grade glioma, pleomorphic xanthoastrocytoma	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
pilocytic astrocytoma, who grade 1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, who grade 1, kiaa1549-braf fusion	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic astrocytoma, who grade i	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilocytic or pilomyxoid astrocytoma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
piloid glial proliferation	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pilomyxoid astrocytoma	9425/3	Pilomyxoid astrocytoma	DOID:4845	pilomyxoid astrocytoma	C40315
pineal parenchymal tumor	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pineal parenchymal tumor of intermediate differentiation	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pinealoblastoma	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pinealoma	9360/1	Pinealoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pineoblastoma	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pineoblastoma, cns who grade 4	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pineoblastoma, who grade 4	9362/3	Pineoblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pituicytoma	9432/1	Pituicytoma	DOID:0081280	pituicytoma	C94524
pituitary adenoma	8272/0	Pituitary adenoma, NOS	DOID:3829	pituitary adenoma	C3329
pituitary adenoma, nos	8272/0	Pituitary adenoma, NOS	DOID:3829	pituitary adenoma	C3329
pituitary carcinoma, nos	8272/3	Pituitary carcinoma, NOS	DOID:4916	pituitary carcinoma	C4536
pituitary tumor	8272/0	Pituitary adenoma, NOS	DOID:3829	pituitary adenoma	C3329
plasma cell myeloma	9732/3	Plasma cell myeloma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
plasma cell tumors	9731/3	Plasmacytoma, NOS	DOID:3721	plasmacytoma	C9349
plasmacytoma, extramedullary	9734/3	Plasmacytoma, extramedullary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pleomorphic 'mfh' / undifferentiated pleomorphic sarcoma	8802/3	Giant cell sarcoma	DOID:0081418	anaplastic sarcoma of the kidney	C154496
pleomorphic carcinoma	8022/3	Pleomorphic carcinoma	DOID:5662	pleomorphic carcinoma	C4094
pleomorphic liposarcoma	8854/3	Pleomorphic liposarcoma	DOID:5702	pleomorphic liposarcoma	C3705
pleomorphic rhabdomyosarcoma, adult type	8901/3	Pleomorphic rhabdomyosarcoma, adult type	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pleomorphic sarcoma	8802/3	Giant cell sarcoma	DOID:0081418	anaplastic sarcoma of the kidney	C154496
pleomorphic xanthoastrocytoma	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
pleomorphic xanthoastrocytoma, nos	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
pleomorphic xanthoastrocytoma, nos, high-grade glioma	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
pleomorphic xanthoastrocytoma, nos, low-grade glioma	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
pleuropulmonary blastoma	8973/3	Pleuropulmonary blastoma	DOID:4769	pleuropulmonary blastoma	C5669
pleuropulmonary blastoma, type 1	8973/3	Pleuropulmonary blastoma	DOID:4769	pleuropulmonary blastoma	C5669
plexiform fibrohistiocytic tumor	8835/1	Plexiform fibrohistiocytic tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
plexiform neurofibroma	9550/0	Plexiform neurofibroma	DOID:5151	plexiform neurofibroma	C3797
plexifrom fibrohistiocytic tumor	8835/1	Plexiform fibrohistiocytic tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
polycythemia vera	9950/3	Polycythemia vera	DOID:8997	polycythemia vera	C3336
polymorphous low grade neuroepithelial tumor	9503/3	Neuroepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
polymorphous low-grade neuroepithelial tumor of the young, cns who grade 1	9503/3	Neuroepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated chordoma	9370/3	Chordoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated malignant neoplasm with sarcomatoid features	8000/3	Neoplasm, malignant	DOID:162	cancer	C9305
poorly differentiated neuroblastoma	9500/3	Neuroblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated pulmonary adenocarcinoma	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
poorly differentiated ring cell adenocarcinoma	8490/3	Signet ring cell carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated sarcoma	8800/3	Sarcoma, NOS	DOID:1115	sarcoma	__CDA_UNASSIGNED__
poorly differentiated sertoli-leydig cell tumor	8631/3	Sertoli-Leydig cell tumor, poorly differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated sertoli-leydig cell tumor with heterologous rhabdomyosarcomatous differentiation	8634/3	Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
poorly differentiated, intermediate mitotic-karyorrhectic index	9500/3	Neuroblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
positive for lesional tissue, favor low-grade glioma, additional studies pending.	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
possible sll-b type	null	null	null	null	null
possible synovial sarcoma	null	null	null	null	null
posterior fossa ependymoma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa ependymoma, cns who grade 2	9396/3	Ependymoma, RELA fusion-positive	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa ependymoma, group a	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa ependymoma, group a (cns group grade iii)	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa ependymoma, group b	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa ependymoma, who grade 2, with retained h3 k27 tri-methylation	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa group a (pfa) ependymoma (who grade 3)	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa group a ependymoma	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa tumor	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
posterior fossa, forth ventricular tumor, posterior fossa, fourth ventricular tumor	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor b-cell acute lymphoblastic leukemia with hyperdiploidy	9815/3	B lymphoblastic leukemia/lymphoma with hyperdiploidy	DOID:0080646	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	C80335
precursor b-cell lymphoblastic leukemia	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor b-cell lymphoblastic leukemia pro-b all common pre	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor cell lymphoblastic leukemia, nos	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor cell lymphoblastic leukemia, nos (see also m/9727/3)	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor cell lymphoblastic leukemia, not phenotyped	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor cell lymphoblastic lymphoma	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor cell lymphoblastic lymphoma, nos	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
precursor t-cell lymphoblastic leukemia	9837/3	Precursor T-cell lymphoblastic leukemia	DOID:5603	T-cell acute lymphoblastic leukemia	__CDA_UNASSIGNED__
precursor t-cell lymphoblastic leukemia, acute myeloid leukemia, nos	9837/3	Precursor T-cell lymphoblastic leukemia	DOID:5603	T-cell acute lymphoblastic leukemia	__CDA_UNASSIGNED__
primary central nervous system neoplasm consistent with high grade glioma	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
primary cns neoplasm	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary cutaneous anaplastic large cell lymphoma	9714/3	Anaplastic large cell lymphoma, T-cell and Null-cell type	DOID:0050744	anaplastic large cell lymphoma	C3720
primary cutaneous cd30 positive t-cell lymphoproliferative disorder	9718/3	Primary cutaneous anaplastic large cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary cutaneous cd30 t/cell lymphoproliferative disorder	null	null	null	null	null
primary cutaneous follicle center lymphoma	9597/3	Primary cutaneous follicle centre lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary cutaneous gamma-delta t-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary diffuse large b-cell lymphoma of the cns	9680/3	Diffuse large B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary dlbcl of the cns	9680/3	Diffuse large B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary effusion lymphoma	9678/3	Primary effusion lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary mediastinal (thymic) dlbcl	9679/3	Mediastinal large B-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary mediastinal (thymic) large b-cell lymphoma	9679/3	Mediastinal large B-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primary myelofibrosis	9961/3	Primary myelofibrosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
primitive malignant neoplasm with mesenchymal features	8000/3	Neoplasm, malignant	DOID:162	cancer	C9305
primitive neuroectoderma tumor	9473/3	CNS embryonal tumor, NOS	DOID:0060103	central nervous system embryonal tumor	C5398
primitive neuroectodermal tumor, nos	9473/3	CNS embryonal tumor, NOS	DOID:0060103	central nervous system embryonal tumor	C5398
primitive sarcoma	8800/3	Sarcoma, NOS	DOID:1115	sarcoma	__CDA_UNASSIGNED__
primitive t-cell leukemia	9827/3	Adult T-cell leukemia/lymphoma (HTLV-1 positive)	DOID:0050523	adult T-cell leukemia/lymphoma	C3184
primitive/embryonal tumor with high-grade features; compatible with medulloblastoma	9470/3	Medulloblastoma, NOS	DOID:0050902	medulloblastoma	C27294;C3222;C3716
probable pilocytic astrocytoma	null	null	null	null	null
progression to diffuse large b-cell lymphoma - centroblastic.	9680/3	Diffuse large B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
proliferative dermal lesion in congenital nevus	8762/1	Proliferative dermal lesion in congenital nevus	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
prolymphocytic leukemia, t-cell type	9834/3	Prolymphocytic leukemia, T-cell type	DOID:0081042	T-cell prolymphocytic leukemia	C4752
prostate adenocarcinoma	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
prostate adenocarcinoma acinar type	8550/3	Acinar cell carcinoma	DOID:3025	acinar cell carcinoma	C3768
prostate adenocarcinoma, other subtype	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
prostate cancer	8000/3	Neoplasm, malignant	DOID:162	cancer	C9305
prostate cancer, anal cancer	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
prostate cancer, non-cancer	null	null	null	null	null
prostate, anal	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
proximal humerus - osteosarcoma	9180/3	Osteosarcoma, NOS	DOID:3347	osteosarcoma	C9145
psammomatous meningioma	9533/0	Psammomatous meningioma	DOID:7210	psammomatous meningioma	C4331
pseudomyogenic hemangioendothelioma	9138/1	Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pseudomyxoma peritonei	8480/6	Pseudomyxoma peritonei	DOID:3559	pseudomyxoma peritonei	C3345
pseudosarcomatous carcinoma	8033/3	Pseudosarcomatous carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
pulmonary adenocarcinoma	8140/3	Adenocarcinoma, NOS	DOID:299	adenocarcinoma	C2852
pulmonary carcinoma	8010/3	Carcinoma, NOS	DOID:305	carcinoma	C2916;C3709
pulmonary neoplasms	8000/1	Neoplasm, uncertain whether benign or malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
